ACCOUNT_TYPE,CUSTOMER_TAG,EDUCATION_LEVEL,GENDER,INTERNET_BANKING_USAGE,MARITAL_STATUS,NOMINEE_AVAILABLE_FLAG,RM_ALLOCATED_FLAG,OCCUPATION,STATE,FD_FLAG,GI_FLAG,HEALTH_FLAG,LI_FLAG,MASS_FLAG,MF_FLAG,NR_FLAG,ACCOUNT_NO,AGE,AQB_BALANCE,AUM,CIBIL_SCORE,CREDIT_CARD_LIMIT,CR_AMT_12MNTH,CR_CNT_12MNTH,DC_APPAREL_30DAYS_ACTV,DC_ECOM_30DAYS_AMT,DC_ECOM_30DAYS_CNT,DC_FOOD_30DAYS_ACTV,DC_FUEL_30DAYS_ACTV,DC_GROCRY_30DAYS_ACTV,DC_OTT_30DAYS_ACTV,DC_POS_30DAYS_AMT,DC_POS_30DAYS_CNT,DC_RECHARGE_30DAYS_ACTV,DC_TRAVEL_30DAYS_ACTV,DC_UTILITY_30DAYS_ACTV,DR_AMT_12MNTH,DR_CNT_12MNTH,DR_CR_RATIO,FD_COUNT,FD_CURRENTMONTHANR,INCOME_NET,MONTHLY_BALANCE,NRV,TOTAL_LIVE_SECURED_AMT,TOTAL_LIVE_UNSECURED_AMT,VINTAGE_DAYS,KYC_LAST_DONE_DATE
CURRENT,RETAIL,PG,FEMALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Tripura,N,N,N,Y,Y,N,N,824,62,5548257.965033062,2487166,823,33781212,8268947,18,1,51290,22,5,2,4,3,783934,55,2,3,1,3436633.174107371,16,0.8675757729843954,17,5227019.474483386,8157456.161149853,7513150.3585536685,7415045.142865848,6565715.569328922,9068387.184120676,201,2021-04-14
SAVINGS,INSTITUTIONAL,UG,MALE,N,Married,Y,Y,SALARIED,Out of India,Y,N,N,Y,N,N,Y,825,65,3410201.7225603387,4711586,301,31330938,39954997,13,10,1267315,106,0,0,4,8,1657921,27,2,4,5,3657076.8894152795,6,0.9038491219815808,15,3615047.72153146,2816533.2613232485,1196399.5003737381,140070.29152776962,6956816.424893035,9689609.520284126,270,2020-04-13
CURRENT,RETAIL,UG,MALE,N,Married,Y,Y,BUSINESS OWNER,Telangana,N,N,Y,Y,Y,Y,Y,826,32,9618648.743479986,1918770,506,30944297,45282248,17,4,605914,101,0,3,1,3,335418,97,3,6,7,8010939.219191578,12,0.43501137684333846,15,4093563.6850778703,4565763.898335343,1413750.7593838016,249401.06835101062,7691064.226270105,4239668.50174162,320,2021-03-07
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Assam,N,N,Y,N,N,Y,N,827,34,5474064.060012253,3561572,640,34784628,45252537,16,5,1446027,368,4,3,8,7,3541315,29,6,5,5,7151004.566710055,11,0.81366661087164,9,5402556.423191082,8567618.203368068,4544339.8172824625,6081063.807646498,2853673.5657956046,2222721.4497113246,33,2022-12-25
SAVINGS,RETAIL,Graduate,MALE,Y,Married,Y,Y,SELF EMPLOYED,West Bengal,Y,N,N,N,Y,N,N,828,92,642527.2295461104,5587270,706,21921140,40254266,7,8,746958,330,10,5,9,1,462742,100,0,1,3,6211485.631144212,4,0.8668809391692759,3,6755631.700348555,936862.7039453292,4639231.867404443,43640.94225775439,257279.38912543436,6909803.728696234,361,2023-10-27
SAVINGS,RETAIL,PG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Karnataka,Y,Y,N,Y,N,N,Y,829,95,6427765.50059865,7105690,605,14390570,8591251,12,0,104299,486,4,10,5,0,111822,33,0,6,5,1924929.450871735,2,0.4304263696356523,17,4115286.3243232197,916738.9041032925,9243615.077043813,305317.6565000626,9720508.13794795,2258365.6875452087,89,2021-01-02
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Married,Y,Y,SELF EMPLOYED,Gujarat,N,N,Y,N,N,Y,N,830,72,5876847.503950108,477536,806,1807411,8017902,14,10,810322,303,0,10,1,8,465899,0,10,4,4,7999336.481444981,12,0.47272768243614505,2,4406022.730772574,1591047.59912853,4945858.351543919,5318377.874662731,9399076.564861616,5712014.341061094,57,2020-09-06
SAVINGS,RETAIL,Below 10th,FEMALE,N,Divorced/Separated,Y,Y,SELF EMPLOYED,Jharkhand,N,Y,Y,Y,N,N,Y,831,39,8957928.72894706,8773546,768,20043705,16774694,10,6,917298,403,1,5,0,9,3772469,51,5,0,1,319996.34202299785,17,0.266623606139341,6,1948408.8200180193,7444977.756803529,4268625.530356584,1719470.0643325467,5866439.039784142,8796637.572226198,134,2021-03-15
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SELF EMPLOYED,Gujarat,N,N,Y,N,Y,Y,N,832,26,6531871.891578125,1249462,857,33119123,8984560,15,6,1349017,356,2,1,3,5,2815460,12,4,0,0,2192298.509843795,16,0.451787523736937,10,5069191.2977737645,7309281.480487298,2350709.0920956186,4867934.1632389985,238512.51692886045,1449757.3582660262,230,2020-05-09
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Madhya Pradesh,Y,Y,N,N,N,N,N,833,34,3490524.244615514,446918,794,23222583,48261337,17,7,108116,390,2,6,3,10,2520257,81,3,4,10,5489606.25264656,17,0.4887459802696593,8,6044983.660916796,130550.61682494484,2492597.982088196,9807798.937387383,7195839.565171224,5210754.453783424,310,2022-08-25
SAVINGS,RETAIL,Graduate,FEMALE,Y,Married,Y,Y,SALARIED,Punjab,Y,N,N,N,N,Y,Y,834,54,9662257.257058205,2356869,560,25176642,8427354,11,0,1115748,98,6,6,4,9,329564,39,3,1,8,4759528.185161271,0,0.643712310380017,7,8224175.508396368,5837907.181322698,1475908.5222524693,6097027.584503612,8699758.252915284,2621039.1685076673,99,2023-11-19
CURRENT,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Bihar,Y,N,N,N,Y,N,Y,835,3,8016194.859820336,9334789,877,37992751,30357985,11,9,148394,129,1,5,3,4,3892685,64,2,7,1,6905146.6179665765,18,0.5916252666023686,7,2756253.6305921027,2140843.368692812,3856635.888772593,1291910.2809700468,4356909.406768378,5112365.101280497,200,2022-12-22
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Odisha,N,N,Y,Y,N,N,N,836,50,6304176.183813543,662860,881,14959239,42291164,5,3,336795,250,2,10,0,2,315733,8,6,2,7,7930474.442204678,11,0.8952271524341271,1,3995342.6977964323,3314327.6940459097,6816352.320973757,7771928.661359433,2719507.5830945927,594270.4862893634,182,2023-06-11
SAVINGS,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Uttarakhand,N,Y,Y,Y,N,Y,Y,837,12,2929252.034031229,7344047,663,2503666,33013151,5,9,1326924,224,0,8,1,8,581310,69,3,2,10,8649817.712846214,12,0.648485402315718,18,9434538.729056131,9965109.610881478,7124483.633496047,2288080.743503751,8686499.412730373,537717.7399350785,227,2023-10-01
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SELF EMPLOYED,Assam,N,Y,Y,Y,N,Y,Y,838,65,3735402.963142955,4674892,813,39552587,17238952,3,4,151576,295,0,3,5,1,350102,71,1,9,2,9648883.131851519,3,0.13752651059298526,8,4899189.888811024,4122872.822315673,6570406.679241975,8358021.919269499,9036740.444987863,4361628.584565805,183,2022-12-14
SAVINGS,RETAIL,Graduate,MALE,Y,Married,Y,Y,NON-EARNER,Haryana,N,N,N,N,Y,N,Y,839,54,6699699.240966567,3800321,840,33518060,47729388,0,1,1333106,407,0,7,10,9,1049522,71,5,9,10,5533792.909782079,6,0.23872631591198568,3,8137978.671134715,3467296.8299353956,6492568.541952978,6023970.38304187,1664157.0574679698,6521385.767667524,124,2021-12-20
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Out of India,N,Y,Y,Y,N,N,Y,840,5,719808.1846332172,5218354,872,19886570,13636932,16,1,1410515,358,0,1,9,7,2655255,87,10,7,3,5805324.649406427,9,0.9162020672865364,2,522807.94444156566,7777933.216860119,6066171.898328825,1982487.6687450076,4105828.452598741,9221544.428470341,152,2022-01-08
CURRENT,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,SALARIED,Gujarat,N,Y,Y,N,N,Y,Y,841,94,2566805.9165026345,320956,754,36110111,45454147,3,10,1332430,457,3,9,8,3,190483,48,2,10,3,5606571.386351884,9,0.06118993358657565,10,3535634.6318457974,6419606.043833054,7007818.49050739,3087669.5851128967,6110427.738457424,7834033.925098738,233,2021-07-02
CURRENT,INSTITUTIONAL,PG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Haryana,Y,N,Y,Y,Y,Y,N,842,94,7139009.3339659795,9201,443,47638748,3886934,16,3,468369,109,0,3,7,6,1362205,24,3,0,5,8962467.616836157,14,0.6977770429847028,12,7181857.115065715,8347556.913367705,3318611.352535863,1316486.7697938797,5230333.696772888,824155.6169124609,215,2023-08-19
CURRENT,INSTITUTIONAL,Below 10th,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Gujarat,N,Y,N,N,N,N,Y,843,57,4800185.098446209,7893368,491,9424684,13098772,4,2,1237159,8,3,6,6,7,142674,25,10,0,0,7724095.905012814,5,0.08354756632917171,5,9141567.545249484,2832481.4878285364,6403645.980026215,3552114.032145618,8693516.391089043,2528885.613158466,342,2021-01-22
CURRENT,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SALARIED,Haryana,N,N,Y,Y,Y,N,Y,844,17,4023935.648144301,1956479,652,44152404,36774376,8,6,23618,121,5,6,6,0,1643458,25,0,10,4,4973432.265271456,2,0.22071646973593406,18,1748063.3251158427,1416858.9867785042,4090593.606480435,5127770.45171168,9956531.365077574,8027659.974178634,236,2020-04-25
SAVINGS,RETAIL,Below 10th,FEMALE,Y,Married,Y,Y,SELF EMPLOYED,Assam,Y,N,N,N,N,N,N,845,47,1514576.224004145,7398450,598,18249850,15250839,5,6,364222,298,2,3,0,9,2083187,39,6,6,4,6841708.7541969875,11,0.8063800961868867,10,7166059.749658324,2648875.52551489,4542448.177953599,6072385.3514276575,1550119.114027647,4634638.381567608,44,2023-01-27
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,SELF EMPLOYED,Out of India,Y,Y,Y,Y,Y,N,N,846,23,4418490.344777326,5963929,759,2026178,41393295,11,1,13322,352,2,8,4,10,1113867,33,9,0,0,3048728.312199337,1,0.35902439534796526,9,426039.2878170105,3857452.410414408,6205251.48741042,7255827.687239787,221412.14319085446,5393559.241840435,85,2020-04-26
CURRENT,INSTITUTIONAL,Graduate,MALE,N,Single/Unmarried,Y,Y,SALARIED,Uttar Pradesh,N,Y,N,N,Y,N,Y,847,79,7706919.707602339,2400837,726,42169445,20342994,16,4,911770,50,10,1,3,0,502049,7,4,6,2,1662527.5641823246,5,0.4797693785306727,4,499285.62110428285,2463398.6331738587,9184556.726843882,3109763.403387699,1257522.2975062928,7299929.185942368,38,2023-10-14
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,N,Married,Y,Y,SALARIED,Uttar Pradesh,Y,N,Y,Y,Y,Y,Y,848,85,2640128.4607189302,2540307,330,9402138,25119385,20,4,1253515,212,4,5,4,8,3525380,1,9,9,1,472904.85098143487,18,0.7829684415656666,2,1191078.6838647192,6446003.08063218,3868431.0807648436,4040935.9366200413,3646184.585057528,9062628.072156152,211,2021-07-14
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,N,Married,Y,Y,NON-EARNER,Maharashtra,Y,Y,Y,N,N,N,Y,849,14,53985.42183677413,2477365,631,6131202,17756418,9,7,1374688,461,9,2,5,8,1462906,81,9,3,9,4147454.938558527,1,0.5822981437491255,6,5385872.174394229,3384576.2162487567,8069508.084314098,4381088.181776733,7271262.102972361,2092896.6007188899,36,2020-07-14
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,NON-EARNER,Haryana,Y,Y,Y,Y,N,Y,N,850,66,6685049.011509828,5397902,710,14573049,17327330,1,7,97691,49,1,1,5,10,2429614,15,3,7,7,3724119.3575037513,15,0.27600756881054944,8,4220039.98878604,9509133.68675405,1703529.9224442623,1703480.5439626088,1999267.3280619278,9345579.765860451,276,2022-09-01
SAVINGS,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Rajasthan,N,N,N,Y,N,Y,N,851,75,9726266.044325525,723163,351,9836480,21043174,0,10,1319417,342,3,10,9,9,977414,91,10,0,2,7586369.525632126,20,0.950612317896473,5,3181287.483178129,5374842.443665751,6885462.776592069,9146837.452246916,7993161.505564727,1845554.6762411157,216,2022-09-20
SAVINGS,RETAIL,UG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Tamil Nadu,Y,N,N,N,N,N,N,852,51,6068265.635885829,8540322,683,9646573,30250577,12,3,1098667,203,0,0,4,0,3506156,71,1,9,8,5033775.295011245,5,0.43983006553101434,12,4069735.0891347895,2311801.0051911487,9972280.085666087,2450346.5951923244,659229.7274180114,2941215.4418071713,28,2020-04-06
CURRENT,RETAIL,PG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Kerala,Y,Y,Y,N,N,Y,N,853,38,1199218.5892713014,5702602,542,16892662,32862072,20,9,266452,149,9,9,2,4,3500622,62,5,8,4,1711122.940508658,3,0.11535461905112188,1,4859410.174897426,6778408.167287299,6536415.209332065,3100450.4668524424,7701740.045431676,2700479.9255460566,257,2022-09-17
CURRENT,RETAIL,UG,MALE,N,Married,Y,Y,BUSINESS OWNER,Tamil Nadu,N,Y,N,N,N,Y,Y,854,64,3207330.9234467307,5667384,716,27768467,42744179,20,0,1049134,91,8,7,2,10,3758137,17,4,8,9,980819.2619245226,10,0.06549118536363197,4,9456273.682551311,4215457.188567055,4433679.975156395,7134474.3889776515,4944283.739364945,360090.68273393007,225,2020-10-11
CURRENT,INSTITUTIONAL,UG,MALE,N,Married,Y,Y,SALARIED,West Bengal,Y,N,Y,Y,Y,N,Y,855,98,8676416.147202235,3666608,774,48775800,15950815,0,5,1370147,90,2,1,7,3,1694936,38,7,5,0,795212.0463693191,10,0.8153851032028142,19,764394.6626041608,64896.81558598082,3575686.9855606453,1024435.8037191847,1327463.410713101,5299548.311008607,147,2022-01-23
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Divorced/Separated,Y,Y,SALARIED,Rajasthan,Y,N,N,N,N,Y,N,856,38,2325680.7425682857,9975922,691,31481512,10606679,12,6,327249,9,7,3,7,9,1445713,41,9,1,0,178305.91397235307,14,0.5030479998626961,3,6695832.245219281,5022820.654716438,2910141.0376721425,2102324.2276876597,2725409.7122727428,725971.473481175,268,2021-11-19
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Married,Y,Y,BUSINESS OWNER,Maharashtra,Y,Y,N,N,N,Y,Y,857,50,6076959.03497608,8132082,688,34401792,6447503,2,0,1385515,209,3,2,7,10,3595479,82,10,5,7,746290.0526083249,8,0.5287403589608117,3,1968872.4080763066,3775956.043036677,8349819.698322776,6231589.509566991,1299267.3216429895,116866.45679829243,281,2021-10-26
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SALARIED,Kerala,Y,Y,N,Y,N,Y,N,858,98,4026712.0825399784,8118271,872,30146156,19149108,10,7,1015526,471,5,7,10,10,3586647,31,1,10,9,7538235.861244967,6,0.2913869429022796,8,9660460.356311701,5209549.362363952,4595091.294527627,7918773.896869497,6216040.364761698,5322782.430814302,244,2022-05-22
CURRENT,RETAIL,PG,FEMALE,Y,Married,Y,Y,SALARIED,Out of India,N,N,N,N,N,N,Y,859,82,2078437.2141964901,3835351,768,22604747,37146583,15,8,890820,194,9,6,6,3,631134,61,6,9,7,7734729.665031518,11,0.8267720065235282,3,6205993.993070939,3622314.8767524604,2618163.1005908623,1322201.6458339535,7405848.471166154,1160742.1939185304,215,2023-02-20
SAVINGS,RETAIL,PG,MALE,N,Married,Y,Y,SELF EMPLOYED,Tamil Nadu,N,Y,Y,N,N,Y,N,860,30,8134068.935646797,9774228,707,30283078,38703107,17,7,1325974,387,10,3,10,10,775526,31,0,9,8,3549998.301692334,10,0.8438677898789716,5,5052438.258767545,1303542.637465427,7973577.863113499,6816575.715213335,5725039.30195511,6003176.263624982,55,2021-05-22
CURRENT,INSTITUTIONAL,UG,MALE,Y,Married,Y,Y,SELF EMPLOYED,Telangana,N,N,Y,N,Y,Y,Y,861,79,7428312.764656902,8125680,818,14409737,32363692,1,2,1204630,29,3,10,4,1,3533449,84,1,7,4,329946.40351077466,18,0.5432651476799724,3,7395921.005489757,6835763.962149208,2898941.4172697514,1410215.5090456402,9686476.378444653,1651639.723170415,70,2023-07-30
CURRENT,RETAIL,UG,MALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Bihar,Y,Y,Y,Y,Y,N,N,862,91,6615910.659592655,3960954,488,22915198,44131871,17,8,774230,468,3,10,5,4,2755843,92,0,8,10,1288127.571903247,0,0.8059168725845363,5,7242888.669921224,4420330.283574583,733605.6516320666,6056477.925109442,5957029.654744881,1131052.20497568,121,2020-07-21
SAVINGS,RETAIL,UG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,West Bengal,Y,Y,Y,Y,Y,Y,N,863,51,2363365.902687512,985926,894,5620696,33820393,16,9,1248290,149,10,5,5,10,1990,68,9,4,8,5074457.019996579,8,0.774824798633677,13,5596096.932980913,805625.3651477118,4504469.094387118,9189262.59995232,406739.00059158716,8692886.943171177,207,2020-02-20
SAVINGS,INSTITUTIONAL,PG,FEMALE,Y,Married,Y,Y,SALARIED,Haryana,N,N,Y,Y,Y,N,Y,864,63,978570.0271645003,801593,650,30868124,21260513,0,2,58064,91,5,4,10,1,1294901,83,4,8,9,9770166.979547344,5,0.25774176127418913,9,688838.2619715006,9680439.061736178,8765745.5705828,3705442.626297124,7321168.251121713,8199775.954566321,74,2020-07-11
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SALARIED,Haryana,Y,N,N,N,N,Y,Y,865,98,5761593.2982596615,1970238,582,33600526,35640525,3,3,462337,200,7,1,8,2,3149302,21,9,4,6,1224212.3130759296,20,0.8977776844985198,10,573295.6665022227,7026951.67372221,390699.501302485,8734533.357117547,4597520.189958345,788407.5698797754,255,2021-03-22
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Maharashtra,Y,Y,N,N,Y,N,N,866,52,5536778.335394333,7032197,456,35094290,37430373,19,5,1477054,363,8,6,4,7,720452,26,0,1,9,1543112.186576573,5,0.20298157677064632,14,6150846.253028949,1764990.0486616355,1676771.4797718213,6962766.497326978,5826582.646298189,3653099.821939959,351,2022-10-12
CURRENT,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Punjab,Y,N,N,Y,N,Y,Y,867,38,1883850.0933487301,7702137,898,35404262,43407116,20,6,402909,296,1,8,10,8,1614429,0,0,10,10,4048525.6131380666,10,0.6213802667194653,13,2484446.5334208068,8183460.421987112,5036378.9648268195,8064437.834659306,1366782.6185299947,1203825.7673751863,286,2021-01-06
CURRENT,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SALARIED,Delhi,N,N,Y,N,N,Y,N,868,97,562466.9431517249,1211649,447,47727033,48336123,5,7,650265,488,5,7,6,8,3241538,12,6,2,4,6155725.385530421,5,0.9281572257788905,9,5165178.274355213,3143684.8704524254,6284977.331607635,7137502.841862278,1081087.748873365,5599679.226774945,244,2022-02-03
SAVINGS,RETAIL,UG,MALE,Y,Married,Y,Y,NON-EARNER,Tripura,N,Y,N,N,N,N,Y,869,88,807084.5419398597,6210014,369,10406765,27237854,20,6,1450013,143,0,6,8,6,3412855,96,7,2,3,3919262.4438477266,16,0.2579860217157569,4,4725464.331608288,5884473.099522429,1847913.5717568295,7622297.687640745,3698312.5983905965,427554.25216269406,181,2021-11-29
SAVINGS,RETAIL,UG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Uttar Pradesh,N,N,Y,Y,N,Y,N,870,79,9927709.865127338,839537,669,43700841,47499819,4,2,322322,439,6,10,8,3,554431,5,2,3,4,6260891.912642681,1,0.5293448026233754,9,8044459.309312789,1383236.243249528,6460674.217084036,1246727.912720792,7921451.105764186,6841800.648496641,7,2020-02-08
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,NON-EARNER,Arunachal Pradesh,N,N,N,N,Y,N,N,871,30,7835838.947428837,9238476,887,5268482,13905323,19,10,1344166,484,9,5,0,8,2242422,12,0,5,5,652236.2677948835,11,0.7405724831434303,9,7806832.7369179195,2209163.3118768395,755586.7255346571,3040063.399052678,1267784.4645815229,5521290.915185859,194,2022-11-25
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,SELF EMPLOYED,Out of India,N,N,N,Y,Y,N,N,872,51,9219874.759651726,5633403,814,11782469,1090454,8,10,884313,68,2,10,6,0,1802439,77,7,8,2,1789348.2109693547,8,0.8372499907968045,6,7828360.83902433,9235000.09041047,8883299.740970468,3746342.878576623,7446177.525124829,8970889.41132703,119,2022-12-15
CURRENT,INSTITUTIONAL,Graduate,MALE,Y,Married,Y,Y,SALARIED,Rajasthan,Y,N,Y,N,N,N,N,873,81,1950547.2223636333,2352080,533,35483900,42398221,20,1,155871,141,8,1,8,1,573362,71,6,5,4,708241.8374664667,10,0.09432002124011918,6,8049066.421670665,9371968.849132441,8361452.942144341,5736802.860488531,2230901.2975101415,701777.5302135776,139,2021-11-10
SAVINGS,RETAIL,PG,FEMALE,Y,Married,Y,Y,SALARIED,Tamil Nadu,N,Y,N,Y,Y,N,N,874,5,9605685.36323435,1794284,766,43738645,22155287,3,10,878697,435,5,5,3,9,1993107,66,8,6,4,8750654.723322164,20,0.011332566316027304,20,4563476.061007414,6558526.421754259,2071271.9599496166,6023794.242791324,7834791.845249102,8751899.72990552,146,2020-09-24
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Gujarat,Y,N,N,Y,Y,Y,N,875,29,1426543.5147316207,7933899,856,45910901,6732538,4,1,669211,13,8,10,2,4,1351967,36,4,3,6,7987080.1461921185,17,0.9362150227702493,17,7407914.687156767,1065103.5202095339,6015085.028604149,461655.8828036621,4100676.9911508956,116905.89989632461,335,2021-10-09
SAVINGS,INSTITUTIONAL,PG,MALE,N,Married,Y,Y,SELF EMPLOYED,Haryana,N,N,Y,N,N,N,N,876,4,5090818.285664711,2373538,586,3531199,42288758,7,8,259710,174,5,0,0,4,419728,75,4,5,2,2667590.833098078,2,0.5226434129755245,2,9423769.478730273,8884013.429938385,7714896.260326866,4325242.815667437,6458489.41915687,4482636.05699201,264,2023-11-10
SAVINGS,RETAIL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Uttar Pradesh,Y,N,N,Y,N,N,N,877,10,8296956.84417064,2196053,593,39341352,6933890,16,6,843208,271,3,5,6,4,93167,7,7,0,3,7540790.478588069,18,0.704915470034241,12,2997854.847855114,3731469.444398631,1438274.7600677337,2039662.5308814086,855981.8184248469,8135623.678388045,291,2023-03-21
SAVINGS,RETAIL,UG,MALE,N,Married,Y,Y,SALARIED,Delhi,Y,N,Y,N,Y,Y,N,878,56,3498033.545115794,1795750,780,49442413,39822925,14,6,530607,358,5,6,7,7,1218597,92,7,3,7,8108394.738805989,4,0.3088930372818022,5,1092676.1031433197,5753404.669558388,509306.6227938836,2588359.039311886,870136.6846834202,1973572.0980080585,329,2021-05-07
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,Y,Married,Y,Y,SELF EMPLOYED,Haryana,N,N,Y,Y,N,N,N,879,17,4248285.331769005,4350116,433,49254110,35372466,19,4,759390,42,0,3,8,9,1950077,19,1,7,6,8510794.645502483,10,0.295623194019177,10,9776190.982623642,6034812.522735229,2287529.4041908025,491882.2405040946,6771470.653538359,6631725.163655194,54,2020-03-14
SAVINGS,RETAIL,Graduate,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Telangana,Y,Y,N,Y,Y,Y,Y,880,74,1281851.1029909784,9608323,307,37206775,35193073,12,5,1140174,67,9,9,2,1,1555436,61,3,8,9,4330256.324621236,5,0.6323971275506346,9,9721486.183395153,1822929.6403685191,9398344.964900235,54234.758682223386,9324332.247193731,5560528.683110479,75,2022-05-01
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,Y,Married,Y,Y,SALARIED,Madhya Pradesh,N,N,N,Y,Y,Y,Y,881,17,1229218.7999897276,3156959,327,42095751,33280202,14,6,561237,254,7,10,2,9,3105894,22,3,2,9,9689273.052564934,0,0.2058546147339282,15,6878251.660966623,2662871.2009715117,5039824.976292535,7538711.389470385,1890241.595010993,6893118.975251687,188,2023-08-12
SAVINGS,RETAIL,UG,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Karnataka,N,Y,Y,Y,N,N,N,882,84,6195682.2477865955,2032185,819,46070592,35262700,3,8,1215975,420,9,6,0,8,3573975,67,1,2,1,8922712.029173987,17,0.7132431343711878,15,9931700.938196909,5412952.365260356,5570028.18381914,7684826.278039388,7811678.824963341,3684804.679830377,353,2022-10-31
SAVINGS,RETAIL,Graduate,MALE,N,Married,Y,Y,SALARIED,Punjab,Y,N,Y,Y,Y,Y,N,883,88,6755323.6862005675,5377280,609,5644162,24808445,17,9,1290874,141,7,8,4,4,1627448,24,7,7,2,7096639.266577347,11,0.21297857550773647,3,6103272.386694925,286316.1735826703,7248334.448226824,67816.15507696403,389155.8375033821,412881.45363661874,361,2020-12-02
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,N,Y,SELF EMPLOYED,Maharashtra,N,N,Y,Y,Y,Y,N,884,69,7773325.140821933,3391628,840,6287260,6864219,18,3,920970,40,2,0,7,6,1847448,31,9,1,5,319100.6535957064,5,0.021580436095105515,5,5782026.958805404,2832692.3966650465,1951496.0517369995,371404.2550895091,9512896.085316978,6357725.39132312,4,2022-07-27
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,N,Married,Y,Y,SALARIED,Uttar Pradesh,Y,N,Y,Y,N,Y,N,885,34,5566820.526817535,4147915,793,47325253,33698902,7,5,192864,86,4,3,6,8,1167601,57,1,0,4,7371778.23254067,13,0.8861901553619085,15,2219914.005990664,2942867.9136507995,4988643.942575343,2006635.7357929065,3800488.6798260086,2952504.321805953,33,2020-08-24
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,Haryana,N,Y,Y,Y,N,Y,Y,886,6,6457592.922613059,4357118,333,26307089,42492691,13,0,749271,328,4,9,6,4,3768629,24,2,10,4,6283393.99222465,20,0.6680121783276963,7,1319582.3586011003,4500989.229190654,4471783.8894667225,3545982.7305158433,3578308.061224579,3147838.1071091364,271,2021-11-21
CURRENT,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Odisha,Y,Y,N,Y,Y,N,N,887,53,135172.71699720056,9440774,306,32903657,10339936,0,6,1197479,407,2,3,3,3,2368679,68,8,8,8,9455310.86178468,12,0.7795797711741926,0,7113950.635307699,9696023.849816129,4305365.91457422,1587008.4279498053,5185772.230552973,1718931.8966906953,103,2020-10-30
SAVINGS,INSTITUTIONAL,UG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Maharashtra,Y,N,Y,N,N,N,N,888,66,1621707.2713718805,6670326,339,5532656,40946689,1,3,1121387,74,10,3,0,8,1900874,9,9,5,7,4541751.314013868,0,0.61517005767934,6,4147364.039735829,8691908.536849216,9559793.437795246,4166999.733408545,5566970.062876555,360700.4708362527,130,2020-11-16
